"","t","POL","IMP","n","damn","gnipc","gni","income"
"329",3,"bau","kalkuhl","aze",0.000373192677305021,4879.53085558876,0.000531745532538091,"middle"
"330",3,"bau","kalkuhl","bel",0.000849135490714592,50506.7062978127,0.00628662805592889,"high"
"331",3,"bau","kalkuhl","ben",0.00026919407844259,1374.59879265667,0.00018384250418875,"low-middle"
"332",3,"bau","kalkuhl","bfa",0.000370507519718915,855.617633311754,0.000197571454438424,"low"
"333",3,"bau","kalkuhl","bgd",0.00563324469201859,2618.89120443265,0.00467825063666233,"low-middle"
"334",3,"bau","kalkuhl","bgr",0.000385973791871886,10717.2966007569,0.00079422566721942,"middle"
"335",3,"bau","kalkuhl","bhr",0.000458713851122534,19395.0922806763,0.000364226231470258,"high"
"336",3,"bau","kalkuhl","bhs",5.78817348410645e-05,27221.7707163615,0.000116058631126526,"high"
"337",3,"bau","kalkuhl","bih",0.000110088316346811,6766.08211200833,0.00023718110028152,"middle"
"338",3,"bau","kalkuhl","blr",0.000110152095922541,6954.31370117315,0.000697718772920424,"middle"
"339",3,"bau","kalkuhl","blz",1.79942366486715e-05,4291.27654681484,1.86644425349776e-05,"middle"
"340",3,"bau","kalkuhl","bol",0.000349576149862807,3361.35534865027,0.000427239695481948,"low-middle"
"341",3,"bau","kalkuhl","bra",0.0147289863100324,7715.47745829116,0.0177348664947644,"middle"
"342",3,"bau","kalkuhl","brb",1.6826505643438e-05,16717.4998344414,5.1663987209236e-05,"high"
"343",3,"bau","kalkuhl","btn",3.27472449906151e-05,2811.26182942876,2.35507569687248e-05,"low-middle"
"344",3,"bau","kalkuhl","bwa",0.000232870143281515,6939.37777171714,0.000178688540183077,"middle"
"345",3,"bau","kalkuhl","caf",2.86664518588772e-05,530.940418142377,2.80591426704193e-05,"low"
"346",3,"bau","kalkuhl","can",0.000384826093752653,48313.7919313986,0.0198482867796079,"high"
"347",3,"bau","kalkuhl","che",0.000502485143195587,90357.4192228647,0.00844178029579419,"high"
"348",3,"bau","kalkuhl","chl",0.000866061728724308,14996.8655361432,0.00309489495553562,"high"
"349",3,"bau","kalkuhl","chn",0.0622323701197623,11887.3654259035,0.180341499829811,"middle"
"350",3,"bau","kalkuhl","civ",0.000928187611151535,2452.67005993859,0.000712737015558115,"low-middle"
"351",3,"bau","kalkuhl","cmr",0.000558504179178263,1592.15331579679,0.000465592156912744,"low-middle"
"352",3,"bau","kalkuhl","cod",0.000641839437812265,576.693381694987,0.000572239867573143,"low"
"353",3,"bau","kalkuhl","cog",9.99390993700527e-05,1627.25447626747,9.88798077302766e-05,"low-middle"
"354",3,"bau","kalkuhl","col",0.00371465718448695,6158.716943027,0.00339143099521519,"middle"
"355",3,"bau","kalkuhl","com",1.15197833484271e-05,1458.68003056896,1.39206853320715e-05,"low-middle"
"356",3,"bau","kalkuhl","cpv",1.50045040821895e-05,3334.7183600396,2.01272119598671e-05,"low-middle"
"357",3,"bau","kalkuhl","cri",0.000562218775906119,12308.0388760835,0.000679417314759478,"middle"
"358",3,"bau","kalkuhl","cyp",0.000130398431869949,20824.0091460651,0.000271903879787936,"high"
"359",3,"bau","kalkuhl","cze",0.000534358761936298,24069.6280240239,0.00276730900018059,"high"
"360",3,"bau","kalkuhl","deu",0.00512421654515511,51039.2868275137,0.045574645271186,"high"
"361",3,"bau","kalkuhl","dji",3.67573092479906e-05,3304.63417351289,3.55746914945893e-05,"low-middle"
"362",3,"bau","kalkuhl","dnk",0.000291133521231672,68106.6246138127,0.00428459165117894,"high"
"363",3,"bau","kalkuhl","dom",0.00107414392064975,8216.907754601,0.000966795150730665,"middle"
